"ALPHA3","Pathway","YEAR","Nmanure_Anim","ANIMAL","Anim_feas","NperTLU_live"
"GBR","GlobalSustainability",2015,70792.2271944623,"chickens",1616.71924258659,43.7875824878546
"GBR","GlobalSustainability",2020,76873.478324429,"chickens",1756.47317209585,43.7658141016195
"GBR","GlobalSustainability",2025,72025.0568889355,"chickens",1592.41971485376,45.2299454830286
"GBR","GlobalSustainability",2030,66914.3202947379,"chickens",1424.2811067408,46.9811190909208
"GBR","GlobalSustainability",2035,63040.1636734006,"chickens",1296.68010283322,48.616589038159
"GBR","GlobalSustainability",2040,59147.685018625,"chickens",1169.88597361119,50.5585042925583
"GBR","GlobalSustainability",2045,55281.469570109,"chickens",1045.01365433766,52.900236605183
"GBR","GlobalSustainability",2050,51373.8249018624,"chickens",921.037001733575,55.7782421392047
"GBR","GlobalSustainability",2000,621706.619829462,"sheep_goats",4128.9890003,150.571149447066
"GBR","GlobalSustainability",2005,517414.46296689,"sheep_goats",3436.33463058574,150.571617316179
"GBR","GlobalSustainability",2010,457781.634227465,"sheep_goats",3038.07889130385,150.681285972465
"GBR","GlobalSustainability",2015,490980.603820059,"sheep_goats",3258.86098863882,150.66018634478
"GBR","GlobalSustainability",2020,480117.284032129,"sheep_goats",3163.14783071125,151.784649256868
"GBR","GlobalSustainability",2025,428746.793156934,"sheep_goats",2838.36259423895,151.054271229182
